publishedDate,sourceLanguage,sourceRevisionId,sourceTitle,sourceURL,stats,targetLanguage,targetRevisionId,targetTitle,targetURL,translationId
20171121190511,en,789748783,Kačarevo,//en.wikipedia.org/wiki/Kačarevo,"{'any': 0.31971892841458, 'human': 0.31430244473723, 'mt': 0.0054164836773532, 'mtSectionsCount': 4}",ru,89143970,Карачево (город),//ru.wikipedia.org/wiki/Карачево (город),395915
20171121153231,en,786452582,Sorothaptic language,//en.wikipedia.org/wiki/Sorothaptic language,"{'any': 1.0963855421687, 'human': 0.87710843373494, 'mt': 0.21927710843373, 'mtSectionsCount': 3}",ru,89139852,Соротаптический язык,//ru.wikipedia.org/wiki/Соротаптический язык,395988
20171121163806,en,808174563,Gallaecian language,//en.wikipedia.org/wiki/Gallaecian language,"{'any': 0.97318603231, 'human': 0.34602786876145, 'mt': 0.62715816354855, 'mtSectionsCount': 16}",ru,89141018,Галлекский язык,//ru.wikipedia.org/wiki/Галлекский язык,396016
20171121181130,en,801418858,Thai temple art and architecture,//en.wikipedia.org/wiki/Thai temple art and architecture,"{'any': 0.95916925685222, 'human': 0, 'mt': 0.95916925685222, 'mtSectionsCount': 36}",ru,89142992,Участник:Qweasdqwe/Тайское храмовое искусство и архитектура,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Тайское храмовое искусство и архитектура,396055
20171122095959,en,799170630,Cinema of Thailand,//en.wikipedia.org/wiki/Cinema of Thailand,"{'any': 0.99740704931001, 'human': 0.00087896633558935, 'mt': 0.99652808297442, 'mtSectionsCount': 143}",ru,89153801,Участник:Qweasdqwe/Кинематограф Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Кинематограф Таиланда,396282
20171122133448,en,807177058,Gambling in Thailand,//en.wikipedia.org/wiki/Gambling in Thailand,"{'any': 0.92454268292683, 'human': 0.41448170731707, 'mt': 0.51006097560976, 'mtSectionsCount': 8}",ru,89158017,Участник:Qweasdqwe/Азартные игры в Таиланде,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Азартные игры в Таиланде,396347
20171122144259,en,810947122,Krai Thong,//en.wikipedia.org/wiki/Krai Thong,"{'any': 0.94871084003327, 'human': 0.0038813418353202, 'mt': 0.94482949819795, 'mtSectionsCount': 31}",ru,89159258,Участник:Qweasdqwe/Край Тонг,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Край Тонг,396372
20171122174113,en,806463634,The Twelve Sisters,//en.wikipedia.org/wiki/The Twelve Sisters,"{'any': 0.96325323091296, 'human': 0.051902216224633, 'mt': 0.91135101468833, 'mtSectionsCount': 66}",ru,89162849,Участник:Qweasdqwe/Двенадцать сестер,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Двенадцать сестер,396431
20171122210141,en,799032365,Monument Valley (video game),//en.wikipedia.org/wiki/Monument Valley (video game),"{'any': 0.097659721536487, 'human': 0.097659721536487, 'mt': 0, 'mtSectionsCount': 0}",ru,89166668,Участник:Luxelelios/Monument Valley (video game),//ru.wikipedia.org/wiki/Участник:Luxelelios/Monument Valley (video game),396477
20171123083430,en,775814354,Doi Nang Non,//en.wikipedia.org/wiki/Doi Nang Non,"{'any': 0.75739214735822, 'human': 0.010664081434804, 'mt': 0.74672806592341, 'mtSectionsCount': 16}",ru,89175154,Участник:Qweasdqwe/Дой Нанг Нон,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Дой Нанг Нон,396644
20171123094124,en,805878964,Dance in Thailand,//en.wikipedia.org/wiki/Dance in Thailand,"{'any': 0.93940576669757, 'human': 0.063863004342099, 'mt': 0.87554276235547, 'mtSectionsCount': 45}",ru,89176204,Участник:Qweasdqwe/Танцы в Таиланде,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Танцы в Таиланде,396665
20171123103428,en,811352920,Education in Thailand,//en.wikipedia.org/wiki/Education in Thailand,"{'any': 1.0099677941155, 'human': 0.07504991183457, 'mt': 0.93491788228093, 'mtSectionsCount': 175}",ru,89176998,Образование в Таиланде,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Образование в Таиланде,396685
20171123130311,en,808776890,Foreign relations of Thailand,//en.wikipedia.org/wiki/Foreign relations of Thailand,"{'any': 0.83551955509883, 'human': 0.0013298676177235, 'mt': 0.83418968748111, 'mtSectionsCount': 73}",ru,89179202,Участник:Qweasdqwe/Внешняя политика Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Внешняя политика Таиланда,396727
20171123135430,en,808501735,Transport in Thailand,//en.wikipedia.org/wiki/Transport in Thailand,"{'any': 0.9197175448126, 'human': 0.0021184139054861, 'mt': 0.91759913090712, 'mtSectionsCount': 83}",ru,89180072,Участник:Qweasdqwe/Транспорт в Таиланде,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Транспорт в Таиланде,396747
20180129062147,en,818625692,Hygge,//en.wikipedia.org/wiki/Hygge,"{'any': 1.0043735528685, 'human': 0.95729354257782, 'mt': 0.047080010290713, 'mtSectionsCount': 7}",ru,90576366,Хюгге,//ru.wikipedia.org/wiki/Хюгге,396780
20171124171706,en,802070283,Robin Williams (writer),//en.wikipedia.org/wiki/Robin Williams (writer),"{'any': 0.39880496399571, 'human': 0.25693274092232, 'mt': 0.14187222307339, 'mtSectionsCount': 2}",ru,89209705,Робин Уильямс (писатель),//ru.wikipedia.org/wiki/Робин Уильямс (писатель),396852
20171123180711,en,795610578,Thai folklore,//en.wikipedia.org/wiki/Thai folklore,"{'any': 0.99270330704955, 'human': 0.075261857126044, 'mt': 0.9174414499235, 'mtSectionsCount': 55}",ru,89184461,Участник:Qweasdqwe/Тайский фольклор,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Тайский фольклор,396884
20171124024803,en,807184138,Spironucleus salmonicida,//en.wikipedia.org/wiki/Spironucleus salmonicida,"{'any': 0.71398684997011, 'human': 0.70292887029289, 'mt': 0.011057979677227, 'mtSectionsCount': 3}",ru,89193046,Spironucleus salmonicida,//ru.wikipedia.org/wiki/Spironucleus salmonicida,396897
20171124110939,en,796324594,Krasue,//en.wikipedia.org/wiki/Krasue,"{'any': 0.9280389665396, 'human': 0.17708598051673, 'mt': 0.75095298602287, 'mtSectionsCount': 40}",ru,89203031,Красу,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Красу,397108
20171124122908,en,804950780,Energy in Thailand,//en.wikipedia.org/wiki/Energy in Thailand,"{'any': 0.99251229324989, 'human': 0.18724854716138, 'mt': 0.80526374608851, 'mtSectionsCount': 54}",ru,89204305,Энергетика Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Энергетика Таиланда,397147
20171124154926,en,811871201,Bir al-Abed mosque attack,//en.wikipedia.org/wiki/Bir al-Abed mosque attack,"{'any': 0.3718045112782, 'human': 0.36203007518797, 'mt': 0.0097744360902256, 'mtSectionsCount': 3}",ru,89207790,Теракт в Бир аль-Абед,//ru.wikipedia.org/wiki/Теракт в Бир аль-Абед,397226
20171124161029,en,804724944,Thailand Post,//en.wikipedia.org/wiki/Thailand Post,"{'any': 0.79286694101509, 'human': 0.07599451303155, 'mt': 0.71687242798354, 'mtSectionsCount': 13}",ru,89208207,Участник:Qweasdqwe/Почта Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Почта Таиланда,397249
20171124174339,en,809756755,Television in Thailand,//en.wikipedia.org/wiki/Television in Thailand,"{'any': 1.0206347737577, 'human': 0, 'mt': 1.0206347737577, 'mtSectionsCount': 36}",ru,89210401,Телевидение в Таиланде,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Телевидение в Таиланде,397300
20171125025136,en,810572427,Thaicom,//en.wikipedia.org/wiki/Thaicom,"{'any': 1.1869688385269, 'human': 0.10368271954674, 'mt': 1.0832861189802, 'mtSectionsCount': 11}",ru,89226728,Тайком,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Тайком,397422
20171125043319,en,808093302,Health in Thailand,//en.wikipedia.org/wiki/Health in Thailand,"{'any': 1.064511682404, 'human': 0.20897374043697, 'mt': 0.85553794196705, 'mtSectionsCount': 44}",ru,89229988,Участник:Qweasdqwe/Здравоохранение в Таиланде,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Здравоохранение в Таиланде,397434
20171125064013,en,811286044,Mahidol Adulyadej,//en.wikipedia.org/wiki/Mahidol Adulyadej,"{'any': 0.8252879403794, 'human': 0.0031334688346883, 'mt': 0.82215447154472, 'mtSectionsCount': 34}",ru,89233442,Участник:Qweasdqwe/Махидол Адульядедж,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Махидол Адульядедж,397452
20171125114030,en,794540528,Succinyl-CoA,//en.wikipedia.org/wiki/Succinyl-CoA,"{'any': 0.093616183491657, 'human': 0.092041147807255, 'mt': 0.0015750356844022, 'mtSectionsCount': 2}",ru,89238741,Сукцинил-КоА,//ru.wikipedia.org/wiki/Сукцинил-КоА,397551
20171125170029,en,812040361,Hugo Huntzinger,//en.wikipedia.org/wiki/Hugo Huntzinger,"{'any': 0.58223019968589, 'human': 0.52411936280009, 'mt': 0.058110836885798, 'mtSectionsCount': 10}",ru,89247674,"Хантзингер, Хьюго","//ru.wikipedia.org/wiki/Хантзингер, Хьюго",397697
20171125204138,en,794608304,Chulachomklao Royal Military Academy,//en.wikipedia.org/wiki/Chulachomklao Royal Military Academy,"{'any': 0.89472444653792, 'human': 0.13942534149788, 'mt': 0.75529910504004, 'mtSectionsCount': 16}",ru,89252422,Участник:Qweasdqwe/Королевская военная академия Чулачкклао,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Королевская военная академия Чулачкклао,397790
20171126051320,en,811946929,Ministry of Foreign Affairs (Thailand),//en.wikipedia.org/wiki/Ministry of Foreign Affairs (Thailand),"{'any': 0.86219081272085, 'human': 0.16243018351761, 'mt': 0.69976062920324, 'mtSectionsCount': 29}",ru,89257563,Участник:Qweasdqwe/Министерство иностранных дел Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Министерство иностранных дел Таиланда,397887
20171126065441,en,810805137,Government of Thailand,//en.wikipedia.org/wiki/Government of Thailand,"{'any': 0.89601021031019, 'human': 0.0022751234670662, 'mt': 0.89373508684313, 'mtSectionsCount': 60}",ru,89258311,Участник:Qweasdqwe/Правительство Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Правительство Таиланда,397893
20171126105659,en,806982393,1997 Constitution of Thailand,//en.wikipedia.org/wiki/1997 Constitution of Thailand,"{'any': 0.99404698628681, 'human': 0.0026044434995216, 'mt': 0.99144254278729, 'mtSectionsCount': 27}",ru,89261741,Участник:Qweasdqwe/Конституция Таиланда 1997 года,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Конституция Таиланда 1997 года,397964
20171126123629,en,810356281,2007 constitution of Thailand,//en.wikipedia.org/wiki/2007 constitution of Thailand,"{'any': 0.97840793489318, 'human': 0.19343845371312, 'mt': 0.78496948118006, 'mtSectionsCount': 99}",ru,89264199,Участник:Qweasdqwe/Конституция Таиланда 2007 года,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Конституция Таиланда 2007 года,398006
20171126161421,en,776341496,Transport in Honduras,//en.wikipedia.org/wiki/Transport in Honduras,"{'any': 1.1167829599706, 'human': 0.85457216305545, 'mt': 0.26221079691517, 'mtSectionsCount': 12}",ru,89269295,Транспорт в Гондурасе,//ru.wikipedia.org/wiki/Транспорт в Гондурасе,398016
20171126154808,en,800711710,Street food of Thailand,//en.wikipedia.org/wiki/Street food of Thailand,"{'any': 1.0244971634863, 'human': 0.091284167096441, 'mt': 0.93321299638989, 'mtSectionsCount': 27}",ru,89268718,Участник:Qweasdqwe/Уличная еда Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Уличная еда Таиланда,398081
20171126165926,en,808234428,Ring network,//en.wikipedia.org/wiki/Ring network,"{'any': 1.0434667373443, 'human': 0.082692817386695, 'mt': 0.96077391995759, 'mtSectionsCount': 9}",ru,89270208,Кольцевая сеть,//ru.wikipedia.org/wiki/Кольцевая сеть,398109
20171126220743,en,811208369,Gerhard Ringel,//en.wikipedia.org/wiki/Gerhard Ringel,"{'any': 0.92831700801425, 'human': 0.63490650044524, 'mt': 0.29341050756901, 'mtSectionsCount': 4}",ru,89276838,Рингель Герхард,//ru.wikipedia.org/wiki/Рингель Герхард,398266
20171127023953,en,801959986,Bhumibol Dam,//en.wikipedia.org/wiki/Bhumibol Dam,"{'any': 0.55005869528761, 'human': 0.013080664095254, 'mt': 0.53697803119235, 'mtSectionsCount': 14}",ru,89279086,Участник:Qweasdqwe/Плотина Бхумибол,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Плотина Бхумибол,398309
20171127035459,en,801963036,Lam Takhong Dam,//en.wikipedia.org/wiki/Lam Takhong Dam,"{'any': 0.61733490566038, 'human': 0.015723270440252, 'mt': 0.60161163522013, 'mtSectionsCount': 9}",ru,89279584,Участник:Qweasdqwe/Плотина Лам Тахонг,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Плотина Лам Тахонг,398315
20171127061010,en,801963631,Pa Sak Jolasid Dam,//en.wikipedia.org/wiki/Pa Sak Jolasid Dam,"{'any': 0.61161022805805, 'human': 0.029025570145128, 'mt': 0.58258465791292, 'mtSectionsCount': 8}",ru,89280528,Участник:Qweasdqwe/Плотина Па Сак Джолайд,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Плотина Па Сак Джолайд,398331
20171127071107,en,801963676,Pak Mun Dam,//en.wikipedia.org/wiki/Pak Mun Dam,"{'any': 0.5455355154754, 'human': 0.018036072144289, 'mt': 0.52749944333111, 'mtSectionsCount': 9}",ru,89281155,Участник:Qweasdqwe/Плотина Пак Мун Дам,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Плотина Пак Мун Дам,398344
20171127081059,en,801965620,Ubol Ratana Dam,//en.wikipedia.org/wiki/Ubol Ratana Dam,"{'any': 0.56272817789578, 'human': 0.01344175240624, 'mt': 0.54928642548955, 'mtSectionsCount': 17}",ru,89281970,Участник:Qweasdqwe/Плотина Убол-Ратана,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Плотина Убол-Ратана,398366
20171127085955,en,800275655,Wind power in Thailand,//en.wikipedia.org/wiki/Wind power in Thailand,"{'any': 1.0477107719662, 'human': 0.17995258556823, 'mt': 0.86775818639798, 'mtSectionsCount': 38}",ru,89282707,Участник:Qweasdqwe/Ветроэнергетика Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Ветроэнергетика Таиланда,398384
20171127101252,en,797956609,Electricity Generating Authority of Thailand,//en.wikipedia.org/wiki/Electricity Generating Authority of Thailand,"{'any': 0.97849521504785, 'human': 0.23182268177318, 'mt': 0.74667253327467, 'mtSectionsCount': 40}",ru,89283898,Электрогенерирующая кампания Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Электрогенерирующая кампания Таиланда,398410
20171127114701,en,811650245,Surin Pitsuwan,//en.wikipedia.org/wiki/Surin Pitsuwan,"{'any': 0.72297375419124, 'human': 0.013411955139322, 'mt': 0.70956179905191, 'mtSectionsCount': 15}",ru,89285374,"Участник:Qweasdqwe/Питсуван, Сурин","//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Питсуван, Сурин",398447
20171127142339,en,810277081,Anand Panyarachun,//en.wikipedia.org/wiki/Anand Panyarachun,"{'any': 0.88819367766736, 'human': 0.14873430662904, 'mt': 0.73945937103832, 'mtSectionsCount': 53}",ru,89288116,"Участник:Tatewaki/Панъярачун, Анан","//ru.wikipedia.org/wiki/Участник:Tatewaki/Панъярачун, Анан",398526
20171127135047,en,778666401,Thai kites,//en.wikipedia.org/wiki/Thai kites,"{'any': 0.85891238670695, 'human': 0.01238670694864, 'mt': 0.84652567975831, 'mtSectionsCount': 13}",ru,89287525,Участник:Qweasdqwe/Тайские воздушные змеи,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Тайские воздушные змеи,398528
20171204154500,en,769849828,Gauthiot Falls,//en.wikipedia.org/wiki/Gauthiot Falls,"{'any': 0.48662821185107, 'human': 0.48662821185107, 'mt': 0, 'mtSectionsCount': 0}",ru,89295820,Водопады Гаутиот,//ru.wikipedia.org/wiki/Водопады Гаутиот,398650
20171127212728,en,810251755,Daredevil (season 3),//en.wikipedia.org/wiki/Daredevil (season 3),"{'any': 0.65685045948204, 'human': 0.63429406850459, 'mt': 0.022556390977444, 'mtSectionsCount': 6}",ru,89296864,Сорвиголова (сезон 3),//ru.wikipedia.org/wiki/Сорвиголова (сезон 3),398699
20171129234107,en,733893389,Rail transport in Honduras,//en.wikipedia.org/wiki/Rail transport in Honduras,"{'any': 1.0644599303136, 'human': 1.0512195121951, 'mt': 0.013240418118467, 'mtSectionsCount': 4}",ru,89336783,Железнодорожный транспорт в Гондурасе,//ru.wikipedia.org/wiki/Железнодорожный транспорт в Гондурасе,398748
20171128034004,en,812487890,Salvador Nasralla,//en.wikipedia.org/wiki/Salvador Nasralla,"{'any': 0.63861031518625, 'human': 0.59097421203438, 'mt': 0.047636103151862, 'mtSectionsCount': 5}",ru,89299653,"Насралла, Салвадор","//ru.wikipedia.org/wiki/Насралла, Салвадор",398777
20171128083813,en,806228041,Senate of Thailand,//en.wikipedia.org/wiki/Senate of Thailand,"{'any': 0.91745996192183, 'human': 0.0047037742188375, 'mt': 0.91275618770299, 'mtSectionsCount': 37}",ru,89301468,Участник:Qweasdqwe/Сенат Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Сенат Таиланда,398811
20171128090220,en,811936841,Cabinet of Thailand,//en.wikipedia.org/wiki/Cabinet of Thailand,"{'any': 0.69948942377826, 'human': 0.055069292487236, 'mt': 0.64442013129103, 'mtSectionsCount': 31}",ru,89302804,Участник:Qweasdqwe/Кабинет Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Кабинет Таиланда,398839
20171128100536,en,810236717,Chaeng Watthana Government Complex,//en.wikipedia.org/wiki/Chaeng Watthana Government Complex,"{'any': 1.0182195571956, 'human': 0.14460332103321, 'mt': 0.87361623616236, 'mtSectionsCount': 12}",ru,89303818,Участник:Qweasdqwe/Правительственный комплекс Чаген Ваттана,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Правительственный комплекс Чаген Ваттана,398855
20171128110453,en,802016157,Government House of Thailand,//en.wikipedia.org/wiki/Government House of Thailand,"{'any': 0.88217134036532, 'human': 0.011577051710831, 'mt': 0.87059428865449, 'mtSectionsCount': 12}",ru,89304841,Участник:Qweasdqwe/Дом правительства Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Дом правительства Таиланда,398881
20171128121612,en,809766627,Ben Gurion Airport railway station,//en.wikipedia.org/wiki/Ben Gurion Airport railway station,"{'any': 0.63234261642874, 'human': 0.57711209922771, 'mt': 0.05523051720103, 'mtSectionsCount': 7}",ru,89306014,Бен Гурион аэропорт железнодорожная станция,//ru.wikipedia.org/wiki/Бен Гурион аэропорт железнодорожная станция,398889
20171128122141,en,802253957,Paruskavan Palace,//en.wikipedia.org/wiki/Paruskavan Palace,"{'any': 0.90986132511556, 'human': 0.01386748844376, 'mt': 0.8959938366718, 'mtSectionsCount': 9}",ru,89306090,Участник:Qweasdqwe/Дворец Парускаван,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Дворец Парускаван,398916
20171128161806,en,811746326,Stratton Oakmont,//en.wikipedia.org/wiki/Stratton Oakmont,"{'any': 0.58589934168613, 'human': 0.056487576980251, 'mt': 0.52941176470588, 'mtSectionsCount': 12}",ru,89306175,Stratton Oakmont,//ru.wikipedia.org/wiki/Stratton Oakmont,398922
20171128132515,en,804716817,Thai Parliament Museum,//en.wikipedia.org/wiki/Thai Parliament Museum,"{'any': 0.58037938302357, 'human': 0.0099635945583445, 'mt': 0.57041578846522, 'mtSectionsCount': 28}",ru,89307165,Музей тайского парламента,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Музей тайского парламента,398950
20171128143104,en,809289885,Supreme Court of Thailand,//en.wikipedia.org/wiki/Supreme Court of Thailand,"{'any': 0.74923594132029, 'human': 0.0064180929095355, 'mt': 0.74281784841076, 'mtSectionsCount': 26}",ru,89308447,Участник:Qweasdqwe/Верховный суд Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Верховный суд Таиланда,398983
20171128161015,en,797774864,PacBSD,//en.wikipedia.org/wiki/PacBSD,"{'any': 0.53806781829814, 'human': 0.52847088931542, 'mt': 0.0095969289827255, 'mtSectionsCount': 2}",ru,89310276,PacBSD,//ru.wikipedia.org/wiki/PacBSD,399024
20171128175237,en,808882431,Unity Linux,//en.wikipedia.org/wiki/Unity Linux,"{'any': 0.77730931391338, 'human': 0.77500958221541, 'mt': 0.0022997316979686, 'mtSectionsCount': 1}",ru,89312403,Unity Linux,//ru.wikipedia.org/wiki/Unity Linux,399069
20171128175807,en,811963078,Prime Minister of Thailand,//en.wikipedia.org/wiki/Prime Minister of Thailand,"{'any': 0.75052622716174, 'human': 0.034183716426707, 'mt': 0.71634251073503, 'mtSectionsCount': 34}",ru,89312512,Участник:Qweasdqwe/Премьер-министр Королевства Таиланд,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Премьер-министр Королевства Таиланд,399091
20171129015204,en,810730417,Isabelle Stengers,//en.wikipedia.org/wiki/Isabelle Stengers,"{'any': 0.70518023394605, 'human': 0.37168775364049, 'mt': 0.33349248030556, 'mtSectionsCount': 5}",ru,89319086,Isabelle Stengers,//ru.wikipedia.org/wiki/Isabelle Stengers,399125
20171128225633,en,726879318,Bazel,//en.wikipedia.org/wiki/Bazel,"{'any': 0.85568513119534, 'human': 0.030612244897959, 'mt': 0.82507288629738, 'mtSectionsCount': 6}",ru,89317633,Участник:Highdn/Базел,//ru.wikipedia.org/wiki/Участник:Highdn/Базел,399197
20171129033338,en,806004766,National Legislative Assembly of Thailand (2014),//en.wikipedia.org/wiki/National Legislative Assembly of Thailand (2014),"{'any': 0.53677332886581, 'human': 0.023622047244094, 'mt': 0.51315128162171, 'mtSectionsCount': 10}",ru,89319668,Участник:Qweasdqwe/Национальная законодательная ассамблея Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Национальная законодательная ассамблея Таиланда,399236
20171129114622,en,807773652,Jacob Robert Kantor,//en.wikipedia.org/wiki/Jacob Robert Kantor,"{'any': 0.74604950356593, 'human': 0.43504404978325, 'mt': 0.31100545378269, 'mtSectionsCount': 9}",ru,89325303,Участница:Axlesaery/Черновик,//ru.wikipedia.org/wiki/Участница:Axlesaery/Черновик,399267
20171129064802,en,802273369,"European Parliament election, 2004","//en.wikipedia.org/wiki/European Parliament election, 2004","{'any': 0.2124264834333, 'human': 0.028824317242182, 'mt': 0.18360216619111, 'mtSectionsCount': 4}",ru,89320912,Выборы в Европарламент в 2004 году,//ru.wikipedia.org/wiki/Выборы в Европарламент в 2004 году,399271
20171129070528,en,699197540,Khamsing Srinawk,//en.wikipedia.org/wiki/Khamsing Srinawk,"{'any': 0.84833364714743, 'human': 0, 'mt': 0.84833364714743, 'mtSectionsCount': 16}",ru,89321039,"Сринавк, Хаминг","//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Сринавк, Хаминг",399278
20171129080935,en,806092968,Bus network,//en.wikipedia.org/wiki/Bus network,"{'any': 0.81004618937644, 'human': 0.35508083140878, 'mt': 0.45496535796767, 'mtSectionsCount': 12}",ru,89321774,Bus network,//ru.wikipedia.org/wiki/Bus network,399297
20171129104824,en,799529708,Pinyo Suwankiri,//en.wikipedia.org/wiki/Pinyo Suwankiri,"{'any': 0.89976322020521, 'human': 0, 'mt': 0.89976322020521, 'mtSectionsCount': 12}",ru,89324295,"Суванкири, Пиньо","//ru.wikipedia.org/wiki/Суванкири, Пиньо",399333
20171129111258,en,812257519,Kevin Sumlin,//en.wikipedia.org/wiki/Kevin Sumlin,"{'any': 0.59936406995231, 'human': 0, 'mt': 0.59936406995231, 'mtSectionsCount': 19}",ru,89324750,Kevin Sumlin,//ru.wikipedia.org/wiki/Kevin Sumlin,399344
20171129122015,en,802098735,Pongpol Adireksarn,//en.wikipedia.org/wiki/Pongpol Adireksarn,"{'any': 0.68585577220675, 'human': 0.038378211080161, 'mt': 0.64747756112659, 'mtSectionsCount': 14}",ru,89325906,"Участник:Qweasdqwe/Адирексарн, Понгпол","//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Адирексарн, Понгпол",399365
20171129134810,en,808288764,The Cabin Chiang Mai,//en.wikipedia.org/wiki/The Cabin Chiang Mai,"{'any': 0.98103507368902, 'human': 0.59248257740203, 'mt': 0.38855249628699, 'mtSectionsCount': 15}",ru,89327194,Участник:Qweasdqwe/Каюта Чианг Май,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Каюта Чианг Май,399401
20171129140704,en,810037868,Privy Council of Thailand,//en.wikipedia.org/wiki/Privy Council of Thailand,"{'any': 0.72529568866845, 'human': 0.0030522701259061, 'mt': 0.72224341854254, 'mtSectionsCount': 39}",ru,89327479,Участник:Qweasdqwe/Тайный совет Таиланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Тайный совет Таиланда,399409
20171129164759,en,806769440,Kitiyakara Voralaksana,//en.wikipedia.org/wiki/Kitiyakara Voralaksana,"{'any': 0.80421541138935, 'human': 0.0038673498984821, 'mt': 0.80034806149086, 'mtSectionsCount': 31}",ru,89330217,Участник:Qweasdqwe/Китьякара Воралаксана,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Китьякара Воралаксана,399495
20171129165042,en,798203308,Haviva Reik,//en.wikipedia.org/wiki/Haviva Reik,"{'any': 0.87667020148462, 'human': 0.0012725344644751, 'mt': 0.87539766702015, 'mtSectionsCount': 34}",ru,89330284,"Рейк, Хавива","//ru.wikipedia.org/wiki/Рейк, Хавива",399496
20171129172412,en,810912252,Opisthorchis felineus,//en.wikipedia.org/wiki/Opisthorchis felineus,"{'any': 0.67721791559001, 'human': 0.36606373815676, 'mt': 0.31115417743325, 'mtSectionsCount': 13}",ru,89330928,Opisthorchis felineus,//ru.wikipedia.org/wiki/Opisthorchis felineus,399504
20171130043220,en,796311100,Human rights in Thailand,//en.wikipedia.org/wiki/Human rights in Thailand,"{'any': 1.006153334442, 'human': 0.34918787072454, 'mt': 0.6569654637175, 'mtSectionsCount': 34}",ru,89338770,Участник:Qweasdqwe/Права человека в Таиланде,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Права человека в Таиланде,399703
20171130080856,en,799251367,Palace Revolt of 1912,//en.wikipedia.org/wiki/Palace Revolt of 1912,"{'any': 0.88660115426611, 'human': 0.22399001715801, 'mt': 0.6626111371081, 'mtSectionsCount': 16}",ru,89340653,Участник:Qweasdqwe/Восстание в Таиланде (1912),//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Восстание в Таиланде (1912),399743
20171130092425,en,788247271,Siamese revolution of 1688,//en.wikipedia.org/wiki/Siamese revolution of 1688,"{'any': 0.81484517878539, 'human': 0.099009900990099, 'mt': 0.7158352777953, 'mtSectionsCount': 31}",ru,89341816,Участник:Qweasdqwe/Сиамская революция 1688 года,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Сиамская революция 1688 года,399774
20171130122009,en,803713064,Social Action Party,//en.wikipedia.org/wiki/Social Action Party,"{'any': 0.54726850058117, 'human': 0.014335528864781, 'mt': 0.53293297171639, 'mtSectionsCount': 14}",ru,89345005,Участник:Qweasdqwe/Партия социального действия,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Партия социального действия,399834
